activity_id,assay_chembl_id,assay_description,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,type,units,uo_units,value
25173857,CHEMBL5291897,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,,,CHEMBL5291721,Nat Commun,2023,CHEMBL139835,CYPROTERONE ACETATE,CHEMBL139835,,3940163,>,1,1,>,,AC50,nM,30000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,30.0
25173858,CHEMBL5291897,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,,,CHEMBL5291721,Nat Commun,2023,CHEMBL154,NAPROXEN,CHEMBL154,5.27,3940759,=,1,1,=,,AC50,nM,5400.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,5.4
25173859,CHEMBL5291897,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,,,CHEMBL5291721,Nat Commun,2023,CHEMBL364713,NOSCAPINE,CHEMBL364713,,3940808,>,1,1,>,,AC50,nM,30000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,30.0
25173860,CHEMBL5291897,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,,,CHEMBL5291721,Nat Commun,2023,CHEMBL1008,BEPRIDIL,CHEMBL1008,,3939922,>,1,1,>,,AC50,nM,30000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,30.0
25173861,CHEMBL5291897,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,,,CHEMBL5291721,Nat Commun,2023,CHEMBL517,DISOPYRAMIDE,CHEMBL517,4.53,3940238,=,1,1,=,,AC50,nM,29700.2,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,29.7002
25173862,CHEMBL5291897,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,,,CHEMBL5291721,Nat Commun,2023,CHEMBL409,BICALUTAMIDE,CHEMBL409,,3939937,>,1,1,>,,AC50,nM,30000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,30.0
25173863,CHEMBL5291897,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,,,CHEMBL5291721,Nat Commun,2023,CHEMBL1095097,EPLERENONE,CHEMBL1095097,,3940298,>,1,1,>,,AC50,nM,30000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,30.0
25173864,CHEMBL5291897,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,,,CHEMBL5291721,Nat Commun,2023,CHEMBL1771,CLOPIDOGREL,CHEMBL1771,4.56,3940137,=,1,1,=,,AC50,nM,27700.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,27.7
25173865,CHEMBL5291897,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,,,CHEMBL5291721,Nat Commun,2023,CHEMBL76370,TEGASEROD,CHEMBL76370,,3941134,>,1,1,>,,AC50,nM,30000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,30.0
25173866,CHEMBL5291897,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,,,CHEMBL5291721,Nat Commun,2023,CHEMBL1200761,CHLOROTRIANISENE,CHEMBL1200761,7.11,3940073,=,1,1,=,,AC50,nM,78.2,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,0.0782
25173867,CHEMBL5291897,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,,,CHEMBL5291721,Nat Commun,2023,CHEMBL1064,SIMVASTATIN,CHEMBL1064,5.55,3941066,=,1,1,=,,AC50,nM,2800.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,2.8
25173868,CHEMBL5291897,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,CC(C)C[C@H](CN)CC(=O)O,,,CHEMBL5291721,Nat Commun,2023,CHEMBL1059,PREGABALIN,CHEMBL1059,,3940949,>,1,1,>,,AC50,nM,30000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,30.0
25173869,CHEMBL5291897,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,,,CHEMBL5291721,Nat Commun,2023,CHEMBL865,VALDECOXIB,CHEMBL865,,3941256,>,1,1,>,,AC50,nM,30000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,30.0
25173870,CHEMBL5291897,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,,,CHEMBL5291721,Nat Commun,2023,CHEMBL1360,ATRACURIUM,CHEMBL1360,4.72,3939877,=,1,1,=,,AC50,nM,18899.9,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,18.8999
25173871,CHEMBL5291897,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,CCN(CC)CCn1c(=O)c(Cc2ccc(OC)cc2)nc2ccccc21,,,CHEMBL5291721,Nat Commun,2023,CHEMBL1729803,CAROVERINE,CHEMBL1729803,4.8,3940006,=,1,1,=,,AC50,nM,15900.1,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,15.9001
25173872,CHEMBL5291868,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,CN(C)CCC=C1c2ccccc2COc2ccccc21,,,CHEMBL5291721,Nat Commun,2023,CHEMBL1628227,DOXEPIN,CHEMBL1628227,,3940256,>,1,1,>,,AC50,nM,30000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,30.0
25173873,CHEMBL5291868,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,,,CHEMBL5291721,Nat Commun,2023,CHEMBL1185,ZOLMITRIPTAN,CHEMBL1185,,3941301,>,1,1,>,,AC50,nM,30000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,30.0
25173874,CHEMBL5291868,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,,,CHEMBL5291721,Nat Commun,2023,CHEMBL905,RIZATRIPTAN,CHEMBL905,,3941037,>,1,1,>,,AC50,nM,30000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,30.0
25173875,CHEMBL5291868,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,,,CHEMBL5291721,Nat Commun,2023,CHEMBL1505,ALMOTRIPTAN,CHEMBL1505,,3939807,>,1,1,>,,AC50,nM,30000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,30.0
25173876,CHEMBL5291868,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,,,CHEMBL5291721,Nat Commun,2023,CHEMBL811,BROMPHENIRAMINE,CHEMBL811,,3939959,>,1,1,>,,AC50,nM,30000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,30.0
25173877,CHEMBL5291868,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,CN(C)C/C=C(/c1ccc(Br)cc1)c1cccnc1,,,CHEMBL5291721,Nat Commun,2023,CHEMBL37744,ZIMELDINE,CHEMBL37744,,3941298,>,1,1,>,,AC50,nM,30000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,30.0
25173878,CHEMBL5291868,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,,,CHEMBL5291721,Nat Commun,2023,CHEMBL505,CHLORPHENIRAMINE,CHEMBL505,,3940076,>,1,1,>,,AC50,nM,30000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,30.0
25173880,CHEMBL5291868,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,,,CHEMBL5291721,Nat Commun,2023,CHEMBL669,CYCLOBENZAPRINE,CHEMBL669,,3940154,>,1,1,>,,AC50,nM,30000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,30.0
25173881,CHEMBL5291868,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21,,,CHEMBL5291721,Nat Commun,2023,CHEMBL110094,MELITRACEN,CHEMBL110094,,3940632,>,1,1,>,,AC50,nM,30000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,30.0
25173882,CHEMBL5291868,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,CN(C)CC/C=C1\c2ccccc2CSc2ccccc21,,,CHEMBL5291721,Nat Commun,2023,CHEMBL1492500,DOTHIEPIN,CHEMBL1492500,,3940253,>,1,1,>,,AC50,nM,30000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,30.0
25173883,CHEMBL5291868,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,,,CHEMBL5291721,Nat Commun,2023,CHEMBL908,CHLORPROTHIXENE,CHEMBL908,4.86,3940081,=,1,1,=,,AC50,nM,13674.8,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,13.6748
25173884,CHEMBL5291868,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,,,CHEMBL5291721,Nat Commun,2023,CHEMBL1508,ESCITALOPRAM,CHEMBL1508,,3940307,>,1,1,>,,AC50,nM,30000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,30.0
25173885,CHEMBL5291868,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,,,CHEMBL5291721,Nat Commun,2023,CHEMBL549,CITALOPRAM,CHEMBL549,,3940108,>,1,1,>,,AC50,nM,30000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,30.0
25173886,CHEMBL5291868,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,CNC(C)CCC=C(C)C,,,CHEMBL5291721,Nat Commun,2023,CHEMBL1697841,ISOMETHEPTENE,CHEMBL1697841,,3940527,>,1,1,>,,AC50,nM,30000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,30.0
25173887,CHEMBL5291868,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,,,CHEMBL5291721,Nat Commun,2023,CHEMBL1173655,AFATINIB,CHEMBL1173655,,3941510,>,1,1,>,,AC50,nM,30000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,30.0
25173888,CHEMBL5291868,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1,,,CHEMBL5291721,Nat Commun,2023,CHEMBL1201287,DEXBROMPHENIRAMINE,CHEMBL1201287,,3940196,>,1,1,>,,AC50,nM,10000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,10.0
25173889,CHEMBL5291868,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,,,CHEMBL5291721,Nat Commun,2023,CHEMBL1201353,DEXCHLORPHENIRAMINE,CHEMBL1201353,,3941529,>,1,1,>,,AC50,nM,30000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,30.0
25173890,CHEMBL5291868,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,CN(C)CCCn1c2c(c3ccccc31)CCCCCC2,,,CHEMBL5291721,Nat Commun,2023,CHEMBL126224,IPRINDOLE,CHEMBL126224,,3940519,>,1,1,>,,AC50,nM,30000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,30.0
25173891,CHEMBL5291868,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,CN(C)CCCN1c2ccccc2CCc2ccccc21,,,CHEMBL5291721,Nat Commun,2023,CHEMBL11,IMIPRAMINE,CHEMBL11,,3940502,>,1,1,>,,AC50,nM,30000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,30.0
25173892,CHEMBL5291868,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,,,CHEMBL5291721,Nat Commun,2023,CHEMBL415,CLOMIPRAMINE,CHEMBL415,,3940132,>,1,1,>,,AC50,nM,30000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,30.0
25173893,CHEMBL5291868,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,CN(C)CCCN1c2ccccc2Sc2ccccc21,,,CHEMBL5291721,Nat Commun,2023,CHEMBL564,PROMAZINE,CHEMBL564,,3940970,>,1,1,>,,AC50,nM,30000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,30.0
25173894,CHEMBL5291868,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,,,CHEMBL5291721,Nat Commun,2023,CHEMBL71,CHLORPROMAZINE,CHEMBL71,,3940079,>,1,1,>,,AC50,nM,30000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,30.0
25173895,CHEMBL5291868,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,CN(C)CCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,,,CHEMBL5291721,Nat Commun,2023,CHEMBL26291,NITRACRINE,CHEMBL26291,,3941372,>,1,1,>,,AC50,nM,30000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,30.0
25173896,CHEMBL5291868,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,,,CHEMBL5291721,Nat Commun,2023,CHEMBL101,PHENYLBUTAZONE,CHEMBL101,,3940901,>,1,1,>,,AC50,nM,10000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,10.0
25173897,CHEMBL5291868,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,,,CHEMBL5291721,Nat Commun,2023,CHEMBL1513,IRBESARTAN,CHEMBL1513,,3940521,>,1,1,>,,AC50,nM,30000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,30.0
25173898,CHEMBL5291868,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,,,CHEMBL5291721,Nat Commun,2023,CHEMBL813,EPROSARTAN,CHEMBL813,,3940299,>,1,1,>,,AC50,nM,30000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,30.0
25173899,CHEMBL5291868,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,,,CHEMBL5291721,Nat Commun,2023,CHEMBL633,AMIODARONE,CHEMBL633,,3939835,>,1,1,>,,AC50,nM,30000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,30.0
25173900,CHEMBL5291868,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,,,CHEMBL5291721,Nat Commun,2023,CHEMBL1191,SULFAMETHIZOLE,CHEMBL1191,,3941098,>,1,1,>,,AC50,nM,10000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,10.0
25173901,CHEMBL5291868,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,,,CHEMBL5291721,Nat Commun,2023,CHEMBL453,SULFISOXAZOLE,CHEMBL453,,3941108,>,1,1,>,,AC50,nM,10000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,10.0
25173902,CHEMBL5291868,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,,,CHEMBL5291721,Nat Commun,2023,CHEMBL181,DIAZOXIDE,CHEMBL181,,3940206,>,1,1,>,,AC50,nM,10000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,10.0
25173903,CHEMBL5291868,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)OC(=O)CC[C@@H]12,,,CHEMBL5291721,Nat Commun,2023,CHEMBL1571,TESTOLACTONE,CHEMBL1571,,3941151,>,1,1,>,,AC50,nM,10000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,10.0
25173904,CHEMBL5291868,Compound was evaluated for inhibition of rat Ptgs1 in an in vitro cell free assay measured by fluorescence spectroscopy,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,,,CHEMBL5291721,Nat Commun,2023,CHEMBL135,ESTRADIOL,CHEMBL135,,3940310,>,1,1,>,,AC50,nM,30000.0,CHEMBL4042,Rattus norvegicus,Cyclooxygenase-1,10116,AC50,uM,UO_0000065,30.0
