activity_id,assay_chembl_id,assay_description,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,type,units,uo_units,value,activity_label
118062,CHEMBL733698,Inhibition of LPS-stimulated TNF-alpha production in monocyte cells,O=C1NCc2c(-c3ccc(F)cc3Cl)cc(CN3CCNCC3)cc2N1c1c(Cl)cccc1Cl,,,CHEMBL1136271,Bioorg Med Chem Lett,2003,CHEMBL327746,,CHEMBL327746,9.15,174903,=,1,1,=,,IC50,nM,0.7,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,0.7,0
48050,CHEMBL764816,Inhibitory activity of Ca-ionophore-A23187-induced Leukotriene B4 (LTB4) release in human polymorphonuclear leukocytes,Cc1ccc2oc(NC(CC3CCCCC3)c3ccncc3)nc2c1,,,CHEMBL1127687,J Med Chem,1994,CHEMBL174476,,CHEMBL174476,6.72,341236,=,1,1,=,,IC50,nM,190.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.19,1
492641,CHEMBL768070,In vitro inhibition of human Platelet-rich plasma (PRP) aggregation induced by 5 uM ADP,N=C(N)c1ccc(C(=O)Nc2ccc3c(c2)CC(CC(=O)O)CO3)cc1,,,CHEMBL1131137,J Med Chem,1998,CHEMBL128906,,CHEMBL128906,7.31,250125,=,1,1,=,,IC50,nM,49.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,49.0,1
69884,CHEMBL763559,Concentration required for maximal in vitro inhibition of aggregation of human platelet rich plasma (hPRP),N/C(=N/Cc1ccccc1)c1ccc(C2=NO[C@@H](CC(=O)NCCC(=O)O)C2)cc1,,,CHEMBL1133917,Bioorg Med Chem Lett,2001,CHEMBL1907836,,CHEMBL1907836,7.06,123889,=,1,1,=,,IC50,nM,87.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.087,1
299869,CHEMBL696392,Inhibition of ADP-induced platelet aggregation in human gel-filtered platelets,O=C(NC[C@H](NS(=O)(=O)c1ccccc1)C(=O)O)c1cc2cc(OCC3CCNCC3)ccc2n1Cc1ccccc1,,,CHEMBL1151560,Bioorg Med Chem Lett,1997,CHEMBL264825,,CHEMBL264825,6.82,174764,=,1,1,=,,IC50,nM,150.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,150.0,1
447643,CHEMBL696539,The compound was tested for inhibition of blood platelet aggregation induced by ADP; 100-250*10e-9,CC#CCC(C)[C@H](O)/C=C/[C@H]1[C@H](O)C[C@]2(C#CCCCBr)C/C(=C/CCCC(=O)O)C[C@H]12,,,CHEMBL1126418,Bioorg Med Chem Lett,1992,CHEMBL334377,,CHEMBL334377,7.0,267007,=,1,1,=,,IC50,nM,100.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,M,UO_0000065,1e-07,1
631879,CHEMBL701908,In vitro inhibitory concentration against Chymotrypsin-like catalytic activity of the human 20S Proteasome,COc1ccc(CN[C@@H](C(=O)N[C@H](C(=O)NCc2ccc(OC)cc2O)C(C)C)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)Cc2cccc3ccccc23)C(C)(C)C)cc1,,,CHEMBL1134067,Bioorg Med Chem Lett,2001,CHEMBL279444,,CHEMBL279444,7.0,37006,=,1,1,=,,IC50,nM,100.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.1,1
469942,CHEMBL873078,Efficacy of compound in cell migration of primary human Smooth Muscle Cells (SMC) was determined,O=C(CNC(=O)c1ccc(NC(=O)NCc2ccccc2)o1)NC[C@H](NC(=O)OCc1ccccc1)C(=O)O,,,CHEMBL1135113,Bioorg Med Chem Lett,2002,CHEMBL28874,,CHEMBL28874,8.92,43632,=,1,1,=,,IC50,nM,1.2,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,1.2,0
79897,CHEMBL699531,Concentration required for 50% inhibition of platelet aggregation of human gel-filtered platelets(GFP) in platelet aggregation assay,N[C@@H](CNC(=O)c1cc2n(n1)CCN(CCC1CCNCC1)C2=O)C(=O)O,,,CHEMBL1130456,Bioorg Med Chem Lett,1997,CHEMBL417700,,CHEMBL417700,7.35,60928,=,1,1,=,,IC50,nM,45.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,45.0,1
341974,CHEMBL702335,Ability to block the release of TNF-alpha in human whole blood,COc1ccc(-c2ccc(C(N)=O)cc2)cc1O[C@H]1CC2CCC1C2,,,CHEMBL1151544,Bioorg Med Chem Lett,1997,CHEMBL162663,,CHEMBL162663,6.75,321467,=,1,1,=,,IC50,nM,180.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.18,1
498710,CHEMBL700876,The compound was tested for the inhibition of platelet aggregation,O=C(NCc1ccccc1)N[C@@H](CNC(=O)c1cc2cc(CCC3CCNCC3)sc2s1)C(=O)O,,,CHEMBL1151496,Bioorg Med Chem Lett,1997,CHEMBL355050,,CHEMBL355050,7.12,335400,=,1,1,=,,IC50,nM,76.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,76.0,1
296380,CHEMBL873090,Inhibition of growth of human keratinocytes,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,,,CHEMBL1134331,J Med Chem,2001,CHEMBL846,CALCITRIOL,CHEMBL846,7.3,187295,=,1,1,=,,IC50,nM,50.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,50.0,1
577990,CHEMBL759885,"Inhibitory activity against platelet aggregation, induced by arachidonic acid in human platelet rich plasma",O=C(O)CCc1ccccc1CC1C2CCC(O2)C1c1nc(C(=O)NCCCCc2ccc(F)cc2)co1,,,CHEMBL1126688,J Med Chem,1993,CHEMBL30537,,CHEMBL30537,8.4,47529,=,1,1,=,,IC50,nM,4.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,I50,nM,UO_0000065,4.0,0
338736,CHEMBL764818,Inhibitory activity against production of leukotriene B4 in isolated human polymorphonuclear leukocytes,COc1ccc(O)c(CCc2ccccc2)c1,,,CHEMBL1124721,J Med Chem,1990,CHEMBL355192,,CHEMBL355192,6.92,340565,=,1,1,=,,IC50,nM,120.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,120.0,1
615060,CHEMBL824150,Compound was tested in vitro for inhibitory activity against human FKBP,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,,,CHEMBL1130792,Bioorg Med Chem Lett,1998,CHEMBL8597,ASCOMYCIN,CHEMBL8597,8.69,342761,=,1,1,=,,IC50,nM,2.06,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,2.06,0
450590,CHEMBL697158,In vitro inhibitory potency against human gel filtered platelet (GFP) aggregation,O=C(O)C[C@@H](NC(=O)[C@@H]1CCCN(C(=O)CCC2CCNCC2)C1)c1cccnc1,,,CHEMBL1132284,J Med Chem,1999,CHEMBL150533,,CHEMBL150533,7.22,292278,=,1,1,=,,IC50,nM,60.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.06,1
57016,CHEMBL763559,Concentration required for maximal in vitro inhibition of aggregation of human platelet rich plasma (hPRP),Cc1cccc(S(=O)(=O)N[C@@H](CNC(=O)C[C@H]2CC(c3ccc(C(=N)N)cc3)=NO2)C(=O)O)c1,,,CHEMBL1133917,Bioorg Med Chem Lett,2001,CHEMBL71624,,CHEMBL71624,7.3,123899,=,1,1,=,,IC50,nM,50.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.05,1
269793,CHEMBL698822,"Anti-proliferative activity against human tumor cell lines A549, HT-29 and SaOS-2 (Values are average of these cell lines)",Cc1nc(N)sc1-c1ccnc(Nc2ccc(O)cc2)n1,,,CHEMBL1149116,J Med Chem,2004,CHEMBL431336,,CHEMBL431336,6.7,74452,=,1,1,=,,IC50,nM,200.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.2,1
479836,CHEMBL700876,The compound was tested for the inhibition of platelet aggregation,O=C(NC[C@H](NS(=O)(=O)c1ccccc1)C(=O)O)c1cc2cc(CCC3CCNCC3)sc2s1,,,CHEMBL1151496,Bioorg Med Chem Lett,1997,CHEMBL293601,,CHEMBL293601,8.1,335396,=,1,1,=,,IC50,nM,8.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,8.0,0
368225,CHEMBL761638,In vitro inhibition of collagen-induced platelet aggregation in human platelet-rich plasma (PRP),COc1ccc(-c2nnsc2-c2ccc(OC)cc2)cc1,,,CHEMBL1122973,J Med Chem,1985,CHEMBL141861,,CHEMBL141861,,267943,=,1,1,=,,IC50,ug.mL-1,0.001,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,ng ml-1,UO_0000274,1.0,0
345287,CHEMBL768604,In vitro inhibition of U 46619 induced aggregation of washed platelets,O=C(O)CC(CCCCNS(=O)(=O)c1ccc(Cl)cc1)CCCc1cccnc1,,,CHEMBL1126283,J Med Chem,1992,CHEMBL345105,,CHEMBL345105,6.7,264765,=,1,1,=,,IC50,nM,200.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.2,1
141575,CHEMBL701928,Inhibition of LPS-stimulated TNF-alpha production in human whole blood,CC(C)(C)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3c(c2)N(c2c(Cl)cccc2Cl)C(=O)NC3)CC1,,,CHEMBL1136271,Bioorg Med Chem Lett,2003,CHEMBL316604,,CHEMBL316604,8.0,174911,=,1,1,=,,IC50,nM,10.1,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,10.1,0
566747,CHEMBL759885,"Inhibitory activity against platelet aggregation, induced by arachidonic acid in human platelet rich plasma",O=C(O)CCc1ccccc1CC1C2CCC(O2)C1c1nc(C(=O)NCCCCc2ccccc2)co1,,,CHEMBL1126688,J Med Chem,1993,CHEMBL283923,,CHEMBL283923,8.4,47530,=,1,1,=,,IC50,nM,4.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,I50,nM,UO_0000065,4.0,0
570600,CHEMBL759885,"Inhibitory activity against platelet aggregation, induced by arachidonic acid in human platelet rich plasma",CCC(C)(C)NC(=O)c1coc(C2C3CCC(O3)C2Cc2ccccc2CCC(=O)O)n1,,,CHEMBL1126688,J Med Chem,1993,CHEMBL281726,,CHEMBL281726,7.92,47562,=,1,1,=,,IC50,nM,12.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,I50,nM,UO_0000065,12.0,0
57049,CHEMBL763979,Inhibition of human platelet aggregation induced by ADP after 3 min incubation with platelet rich plasma,CCC(CC)CN1CCC(n2nnnc2CCCCOc2ccc3[nH]c4nc(O)nc-4cc3c2)CC1.Cl,,,CHEMBL1126868,J Med Chem,1993,CHEMBL1203038,,CHEMBL111436,10.92,208556,=,1,1,=,,IC50,nM,0.012,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,0.012,0
548930,CHEMBL697915,"Compound was tested for inhibition of U-46,619 induced aggregation of human platelets",O=C(O)CCc1cccc2c1CCC(NS(=O)(=O)c1ccc(Cl)cc1)C2,,,CHEMBL1130822,Bioorg Med Chem Lett,1998,CHEMBL29374,,CHEMBL29374,6.96,43484,=,1,1,=,,IC50,nM,110.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.11,1
54294,CHEMBL699906,Inhibitory activity of compound was determined by 3E-7M PAF-induced degranulation of PAFas measured by myeloperoxidase secretion,CCCS(=O)(=O)c1cc(C2CC[C@@H](c3cc(OC)c(OC)c(OC)c3)O2)cc(OC)c1OCCS(=O)(=O)c1ccccc1,,,CHEMBL1126400,Bioorg Med Chem Lett,1992,CHEMBL293773,,CHEMBL293773,9.11,90526,=,1,1,=,,IC50,nM,0.78,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,0.78,0
289905,CHEMBL698689,In vitro inhibition of histamine release from human basophils,NS(=O)(=O)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,,,CHEMBL1126800,J Med Chem,1993,CHEMBL91386,,CHEMBL91386,6.7,168354,=,1,1,=,,IC50,nM,200.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.2,1
247780,CHEMBL696685,In vitro inhibition of ADP-induced platelet aggregation using human platelet rich plasma,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O,,,CHEMBL1136467,Bioorg Med Chem Lett,2003,CHEMBL494,ILOPROST,CHEMBL494,8.6,260107,=,1,1,=,,IC50,nM,2.5,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,2.5,0
341435,CHEMBL764818,Inhibitory activity against production of leukotriene B4 in isolated human polymorphonuclear leukocytes,O=Cc1ccccc1/C=C/Cc1cc2c(cc1O)CCO2,,,CHEMBL1124721,J Med Chem,1990,CHEMBL169815,,CHEMBL169815,7.16,340550,=,1,1,=,,IC50,nM,70.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,70.0,1
385898,CHEMBL763288,Inhibition of collagen-induced human platelet rich plasma aggregation,COC(=O)c1ccccc1OC(C)=O,,,CHEMBL1145772,J Med Chem,2003,CHEMBL163148,,CHEMBL163148,10.68,322554,=,1,1,=,,IC50,nM,0.02089,CHEMBL372,Homo sapiens,Homo sapiens,9606,pIC50(uM),,UO_0000065,4.68,0
572088,CHEMBL763989,The compound was tested for their ability to inhibit ADP-stimulated platelet aggregation in human platelet rich plasma,Cc1cccc(S(=O)(=O)N(C)[C@@H](CNC(=O)C[C@H]2CC(c3ccc(C(=N)N)cc3)=NO2)C(=O)O)c1.O=C(O)C(F)(F)F,,,CHEMBL1132701,J Med Chem,1999,CHEMBL279380,,CHEMBL1183094,7.02,21802,=,1,1,=,,IC50,nM,95.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.095,1
551256,CHEMBL761741,In vitro inhibitory activity on platelet aggregation induced by arachidonic acid (AA),CCc1cccc2nc(-c3ccccc3)cc(OC)c12,,,CHEMBL1134765,Bioorg Med Chem Lett,2001,CHEMBL322169,,CHEMBL322169,7.1,176496,=,1,1,=,,IC50,nM,80.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.08,1
434458,CHEMBL841662,Inhibition of TNF alpha synthesis in human monocytes,COc1ccc2c(Nc3c(Cl)cncc3Cl)nncc2c1OC1CCCC1,,,CHEMBL1132750,Bioorg Med Chem Lett,2000,CHEMBL70903,,CHEMBL70903,6.73,127288,=,1,1,=,,IC50,nM,187.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,187.0,1
38454,CHEMBL763979,Inhibition of human platelet aggregation induced by ADP after 3 min incubation with platelet rich plasma,Cl.O=S(=O)(CCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)C1CCN(Cc2ccc(F)cc2)CC1,,,CHEMBL1126868,J Med Chem,1993,CHEMBL1203084,,CHEMBL325151,10.7,208529,=,1,1,=,,IC50,nM,0.02,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,0.02,0
140728,CHEMBL698049,Compound was tested in vitro inhibitory activity against LBT4 induced Ca mobilization.,COc1cc(C(=O)N(C(C)C)C(C)C)ccc1OCCCCCOc1ccc(C(=N)N)cc1,,,CHEMBL1129361,J Med Chem,1996,CHEMBL89326,MOXILUBANT,CHEMBL89326,8.7,162525,=,1,1,=,,IC50,nM,2.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,2.0,0
580384,CHEMBL759883,"Inhibitory activity against platelet aggregation, induced by arachidonic acid in human platelet rich plasma",C#CCCCCCNC(=O)c1coc(C2C3CCC(O3)C2Cc2ccccc2CCC(=O)O)n1,,,CHEMBL1126688,J Med Chem,1993,CHEMBL416943,,CHEMBL416943,7.85,47514,=,1,1,=,,IC50,nM,14.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,I 50,nM,UO_0000065,14.0,0
625341,CHEMBL842220,Inhibition of TNF-alpha synthesis in human monocytes,C#Cc1nnc(Cc2c(Cl)cncc2Cl)c2ccc(OC)cc12,,,CHEMBL1134046,Bioorg Med Chem Lett,2001,CHEMBL312375,,CHEMBL312375,7.06,232430,=,1,1,=,,IC50,nM,87.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,87.0,1
428111,CHEMBL768073,Inhibition of 10 uM ADP induced platelet aggregation in human platelet rich citreated plasma (PRP),COc1ccc(C[C@H]2NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H]3CCCN3C(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)SSC[C@@H](C(N)=O)NC(=O)[C@H](CCCN=C(N)N)NC2=O)cc1,,,CHEMBL1127482,J Med Chem,1994,CHEMBL2371511,,CHEMBL2371511,6.77,327413,=,1,1,=,,IC50,nM,170.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.17,1
573335,CHEMBL763989,The compound was tested for their ability to inhibit ADP-stimulated platelet aggregation in human platelet rich plasma,N=C(N)c1ccc(C2=NOC(CC(=O)NC[C@H](NS(=O)(=O)c3cccc4cccnc34)C(=O)O)C2)cc1.O=C(O)C(F)(F)F,,,CHEMBL1132701,J Med Chem,1999,CHEMBL18533,,CHEMBL1178277,7.09,21814,=,1,1,=,,IC50,nM,81.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.081,1
232134,CHEMBL699168,Inhibition of 10 uM ADP induced aggregation in human gel filtered platelets in the presence fibrinogen and aspirin.,N=C(N)c1ccc(-c2ccc(C3=CCC(O)(CC(=O)O)CC3)cc2)cc1,,,CHEMBL1127402,J Med Chem,1994,CHEMBL436587,,CHEMBL436587,7.26,242178,=,1,1,=,,IC50,nM,55.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,55.0,1
58214,CHEMBL763979,Inhibition of human platelet aggregation induced by ADP after 3 min incubation with platelet rich plasma,CCOC(=O)N1CCC(S(=O)(=O)CCCOc2ccc3[nH]c4nc(O)nc-4cc3c2)CC1,,,CHEMBL1126868,J Med Chem,1993,CHEMBL109240,,CHEMBL109240,9.19,208580,=,1,1,=,,IC50,nM,0.65,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,0.65,0
66101,CHEMBL841606,The compound was evaluated for reduction of ADP-induced human platelet aggregation response by 50% using PRP assay,N=C(N)c1ccc(C(=O)Nc2ccc3c(c2)CCC(CC(=O)O)C3=O)cc1,,,CHEMBL1133397,Bioorg Med Chem Lett,2000,CHEMBL117662,,CHEMBL117662,7.22,242475,=,1,1,=,,IC50,nM,60.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.06,1
590056,CHEMBL698309,Inhibitory activity against ADP-mediated human platelet aggregation in human platelet rich plasma,O=C(O)COc1ccc(C(=O)CNC(=O)c2cc3c(s2)CCNCC3)cc1OCC(=O)O,,,CHEMBL1128920,Bioorg Med Chem Lett,1996,CHEMBL314519,,CHEMBL314519,6.82,159242,=,1,1,=,,IC50,nM,150.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.15,1
332912,CHEMBL699152,In vitro inhibition of ADP-induced human platelet aggregation.,O=C(NCc1ccccc1)N[C@@H](CNC(=O)c1ccc2c(c1)C(=O)N(CCC1CCNCC1)C2)C(=O)O,,,CHEMBL1129711,Bioorg Med Chem Lett,1996,CHEMBL83015,,CHEMBL83015,8.0,151576,=,1,1,=,,IC50,nM,10.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,10.0,0
342673,CHEMBL768604,In vitro inhibition of U 46619 induced aggregation of washed platelets,O=C(O)CCC(CCCCNS(=O)(=O)c1ccc(F)cc1)CCCc1cccnc1,,,CHEMBL1126283,J Med Chem,1992,CHEMBL136762,,CHEMBL136762,6.97,264744,=,1,1,=,,IC50,nM,108.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.108,1
233192,CHEMBL695988,Antiproliferative activity was evaluated by the 72 hr MTT cell viability assay using human colon carcinoma cells (GC3).,COc1ccc(C[C@H]2NC(=O)/C=C/C[C@@H]([C@H](C)[C@H]3O[C@@H]3c3ccccc3)OC(=O)[C@H](CC(C)C)OC(=O)C[C@@H](CC(C)C)NC2=O)cc1Cl,,,CHEMBL1131700,Bioorg Med Chem Lett,1999,CHEMBL159377,,CHEMBL159377,8.52,320866,=,1,1,=,,IC50,nM,3.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,3.0,0
51913,CHEMBL763979,Inhibition of human platelet aggregation induced by ADP after 3 min incubation with platelet rich plasma,CCC(CC)CN1CCN(C(=O)NCCCOc2ccc3[nH]c4nc(O)nc-4cc3c2)CC1.Cl,,,CHEMBL1126868,J Med Chem,1993,CHEMBL1203063,,CHEMBL109911,10.38,208521,=,1,1,=,,IC50,nM,0.042,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,0.042,0
582952,CHEMBL763989,The compound was tested for their ability to inhibit ADP-stimulated platelet aggregation in human platelet rich plasma,N=C(N)c1ccc(C2=NOC(CC(=O)NC[C@H](NS(=O)(=O)c3cnn(-c4ccccc4)c3)C(=O)O)C2)cc1.O=C(O)C(F)(F)F,,,CHEMBL1132701,J Med Chem,1999,CHEMBL278056,,CHEMBL1183062,7.14,21827,=,1,1,=,,IC50,nM,72.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.072,1
421322,CHEMBL761736,Evaluated for human platelet aggregation.,O=C(O)[C@H](CCC(=O)N1CCC(CCCC2CCNCC2)CC1)NS(=O)(=O)c1ccc2ccccc2c1,,,CHEMBL1129099,Bioorg Med Chem Lett,1996,CHEMBL282131,,CHEMBL282131,8.0,46518,=,1,1,=,,IC50,nM,10.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.01,0
