activity_id,assay_chembl_id,assay_description,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,type,units,uo_units,value,activity_label
243851,CHEMBL767837,Concentration of test compound required to inhibit 50% LTB4-induced calcium mobilization in intact human PMNs,COc1ccc(CCCCCCCCOc2ccc(CSCc3ccc(C(=O)O)cc3)nc2/C=C/C(=O)O)cc1,,,CHEMBL1127355,J Med Chem,1994,CHEMBL325637,,CHEMBL325637,6.76,212918,=,1,1,=,,IC50,nM,175.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,175.0,1
558421,CHEMBL698304,Tested for inhibition of platelet aggregation induced by arachidonic acid (AAIPA) in human platelet rich plasma,O=C(O)CCCc1ccccc1Cc1ccccc1-c1nc(C(=O)NCCCCC2CCCCC2)co1,,,CHEMBL1152043,Bioorg Med Chem Lett,1992,CHEMBL355420,,CHEMBL355420,7.24,343139,=,1,1,=,,IC50,nM,58.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,I50,uM,UO_0000065,0.058,1
317871,CHEMBL843256,Inhibition of U 46619-induced Aggregation of human Washed platelets,O=C(O)CC[C@H](CCCCNS(=O)(=O)c1ccc(Cl)cc1)CCOc1cccnc1,,,CHEMBL1127028,J Med Chem,1993,CHEMBL68058,,CHEMBL68058,8.0,114049,=,1,1,=,,IC50,nM,10.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,10.0,0
583920,CHEMBL878710,Tested for Concentration required for the inhibition of ADP-induced aggregation of human platelets,CC#CCC(C)[C@H](O)/C=C/[C@H]1[C@H](O)CC2Oc3c(CCCC(=O)[O-])cccc3[C@@H]21.[Na+],,,CHEMBL1132727,Bioorg Med Chem Lett,2000,CHEMBL94694,,CHEMBL1205415,8.37,174246,=,1,1,=,,IC50,nM,4.3,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,4.3,0
44392,CHEMBL763979,Inhibition of human platelet aggregation induced by ADP after 3 min incubation with platelet rich plasma,Cl.Oc1nc2cc3cc(OCCCc4nnnn4C4CCN(CC5CCCC5)CC4)ccc3[nH]c-2n1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1126868,J Med Chem,1993,CHEMBL1203027,,CHEMBL113055,,208546,=,1,1,=,,IC50,nM,0.009,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,0.009,0
589100,CHEMBL759885,"Inhibitory activity against platelet aggregation, induced by arachidonic acid in human platelet rich plasma",CSc1ccc(CCCCNC(=O)c2coc(C3C4CCC(O4)C3Cc3ccccc3CCC(=O)O)n2)cc1,,,CHEMBL1126688,J Med Chem,1993,CHEMBL287068,,CHEMBL287068,8.22,47558,=,1,1,=,,IC50,nM,6.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,I50,nM,UO_0000065,6.0,0
48036,CHEMBL763979,Inhibition of human platelet aggregation induced by ADP after 3 min incubation with platelet rich plasma,Cl.O=S(=O)(CCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)N1CCN(CC2CCCCC2)CC1,,,CHEMBL1126868,J Med Chem,1993,CHEMBL1203069,,CHEMBL111700,9.96,208585,=,1,1,=,,IC50,nM,0.11,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,0.11,0
123280,CHEMBL699805,Compound was tested in vitro inhibitory activity against human neutrophil CD11b/CD18. ,CCc1cc(C(C)=O)c(O)cc1OCCCOc1ccc2c(=O)c3cc(C(=O)O)ccc3oc2c1CCC(=O)O,,,CHEMBL1129361,J Med Chem,1996,CHEMBL88337,,CHEMBL88337,7.33,162545,=,1,1,=,,IC50,nM,47.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,47.0,1
559910,CHEMBL759885,"Inhibitory activity against platelet aggregation, induced by arachidonic acid in human platelet rich plasma",O=C(O)CCc1ccccc1CC1C2CCC(O2)C1c1nc(C(=O)NCCc2ccccc2)co1,,,CHEMBL1126688,J Med Chem,1993,CHEMBL410732,,CHEMBL410732,8.05,47532,=,1,1,=,,IC50,nM,9.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,I50,nM,UO_0000065,9.0,0
37215,CHEMBL763979,Inhibition of human platelet aggregation induced by ADP after 3 min incubation with platelet rich plasma,Cl.O=C(NCCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)N1CCN(CCC2CCCCC2)CC1,,,CHEMBL1126868,J Med Chem,1993,CHEMBL1203052,,CHEMBL110806,10.14,208519,=,1,1,=,,IC50,nM,0.072,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,0.072,0
386571,CHEMBL761638,In vitro inhibition of collagen-induced platelet aggregation in human platelet-rich plasma (PRP),COc1ccc(-c2csnn2)cc1,,,CHEMBL1122973,J Med Chem,1985,CHEMBL139589,,CHEMBL139589,,267956,=,1,1,=,,IC50,ug.mL-1,3.2,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,ug ml-1,UO_0000274,3.2,0
421105,CHEMBL699491,In vitro inhibition of collagen-induced platelet aggregation in human platelet rich plasma,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,,,CHEMBL1121768,J Med Chem,1981,CHEMBL563,FLURBIPROFEN,CHEMBL563,,58388,=,1,1,=,,IC50,ug.mL-1,0.32,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,ug ml-1,UO_0000274,0.32,0
85270,CHEMBL699531,Concentration required for 50% inhibition of platelet aggregation of human gel-filtered platelets(GFP) in platelet aggregation assay,C=CCCS(=O)(=O)N[C@@H](CNC(=O)c1cc2n(n1)CCN(CCC1CCNCC1)C2=O)C(=O)O,,,CHEMBL1130456,Bioorg Med Chem Lett,1997,CHEMBL36961,,CHEMBL36961,7.96,60927,=,1,1,=,,IC50,nM,11.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,11.0,0
210685,CHEMBL842872,Compound was tested for its in vitro activity in the inhibition of platelet aggregation using human platelet rich plasma,CCCCOC(=O)N[C@@H](CNC(=O)C[C@@H]1C[C@H](c2ccc(C(=N)N)cc2)N(C)O1)C(=O)O.Cl,,,CHEMBL1131698,Bioorg Med Chem Lett,1999,CHEMBL545572,,CHEMBL1194066,6.79,302041,=,1,1,=,,IC50,nM,164.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.164,1
272477,CHEMBL881157,"Inhibitory activity against U-46,619-induced aggregation of washed human platelets.",Cl.O=C(O)CCCCCC(CNS(=O)(=O)c1ccccc1)c1cccnc1,,,CHEMBL1126260,J Med Chem,1992,CHEMBL557427,,CHEMBL1196572,8.4,263742,=,1,1,=,,IC50,nM,4.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.004,0
638015,CHEMBL767676,Test inhibition of LTB4 production in human peripheral blood polymorphonuclear leukocytes (HPMN),COC1(c2cccc(COc3ccc4c(-c5ccccc5)c5c(cc4c3)C(=O)OC5)c2)CCOCC1,,,CHEMBL1129067,J Med Chem,1996,CHEMBL129292,,CHEMBL129292,8.82,245859,=,1,1,=,,IC50,nM,1.5,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,1.5,0
144342,CHEMBL698042,Compound was tested in vitro for inhibitory activity in LTB4 induced Ca mobilization.,O=C(O)/C=C/c1nc(CSc2c(Cl)cccc2Cl)ccc1OCCc1ccccc1,,,CHEMBL1129361,J Med Chem,1996,CHEMBL90214,TICOLUBANT,CHEMBL90214,8.18,162540,=,1,1,=,,IC50,nM,6.6,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,6.6,0
585339,CHEMBL759885,"Inhibitory activity against platelet aggregation, induced by arachidonic acid in human platelet rich plasma",O=C(O)CCc1ccccc1CC1C2CCC(O2)C1c1nc(C(=O)Nc2ccccc2)co1,,,CHEMBL1126688,J Med Chem,1993,CHEMBL280605,,CHEMBL280605,7.92,47517,=,1,1,=,,IC50,nM,12.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,I50,nM,UO_0000065,12.0,0
46782,CHEMBL763559,Concentration required for maximal in vitro inhibition of aggregation of human platelet rich plasma (hPRP),Cc1noc(C)c1S(=O)(=O)N[C@@H](CNC(=O)C[C@H]1CC(c2ccc(C(=N)NCc3cccc(F)c3)cc2)=NO1)C(=O)O,,,CHEMBL1133917,Bioorg Med Chem Lett,2001,CHEMBL303420,,CHEMBL303420,7.26,123893,=,1,1,=,,IC50,nM,55.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.055,1
164275,CHEMBL694769,Tested in vitro for the inhibition of ADP-induced aggregation of human blood platelets,CC(C)CC(=O)N[C@@H](CCCNC(=O)Cc1ccc(C(=N)N)cc1)CC(=O)O,,,CHEMBL1129882,Bioorg Med Chem Lett,1997,CHEMBL162505,,CHEMBL162505,7.0,319866,=,1,1,=,,IC50,nM,100.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,100.0,1
32398,CHEMBL764816,Inhibitory activity of Ca-ionophore-A23187-induced Leukotriene B4 (LTB4) release in human polymorphonuclear leukocytes,CCOC(=O)C(Cc1ccccc1)Nc1nc2cc(CC)ccc2s1,,,CHEMBL1127687,J Med Chem,1994,CHEMBL354415,,CHEMBL354415,7.92,341178,=,1,1,=,,IC50,nM,12.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.012,0
42017,CHEMBL763979,Inhibition of human platelet aggregation induced by ADP after 3 min incubation with platelet rich plasma,Cl.O=C(NCCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)N1CCN(c2ccccn2)CC1,,,CHEMBL1126868,J Med Chem,1993,CHEMBL1203066,,CHEMBL419572,9.16,208576,=,1,1,=,,IC50,nM,0.69,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,0.69,0
42019,CHEMBL763979,Inhibition of human platelet aggregation induced by ADP after 3 min incubation with platelet rich plasma,Cl.O=S(=O)(CCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)C1CCN(Cc2cccc(C(F)(F)F)c2)CC1,,,CHEMBL1126868,J Med Chem,1993,CHEMBL1203029,,CHEMBL321707,10.42,208541,=,1,1,=,,IC50,nM,0.038,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,0.038,0
98334,CHEMBL699531,Concentration required for 50% inhibition of platelet aggregation of human gel-filtered platelets(GFP) in platelet aggregation assay,O=C(N[C@@H](CNC(=O)c1cc2n(n1)CCN(CCC1CCNCC1)C2=O)C(=O)O)OCc1ccccc1,,,CHEMBL1130456,Bioorg Med Chem Lett,1997,CHEMBL286172,,CHEMBL286172,8.3,60930,=,1,1,=,,IC50,nM,5.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,5.0,0
297667,CHEMBL873090,Inhibition of growth of human keratinocytes,C=C1/C(=C\C=C2/CCC[C@]3(C)C([C@@H](C)COc4ccc(C(C)(C)O)cc4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,,,CHEMBL1134331,J Med Chem,2001,CHEMBL318267,,CHEMBL318267,9.96,187296,=,1,1,=,,IC50,nM,0.11,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,0.11,0
235675,CHEMBL873083,Inhibitory concentration against U 46619 induced aggregation of human washed platelets(WP),O=C(O)CCCCCc1cnccc1CCNS(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1150530,Bioorg Med Chem Lett,1992,CHEMBL298009,,CHEMBL298009,6.71,68650,=,1,1,=,,IC50,nM,195.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.195,1
228100,CHEMBL695988,Antiproliferative activity was evaluated by the 72 hr MTT cell viability assay using human colon carcinoma cells (GC3).,COc1ccc(C[C@H]2NC(=O)/C=C/C[C@@H]([C@H](C)[C@H]3O[C@@H]3c3ccccc3)OC(=O)[C@H](CC(C)C)OC(=O)C(C)(C)CNC2=O)cc1Cl,,,CHEMBL1131700,Bioorg Med Chem Lett,1999,CHEMBL316640,CRYPTOPHYCIN 52,CHEMBL316640,9.7,320870,=,1,1,=,,IC50,nM,0.2,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,0.2,0
612122,CHEMBL702141,Inhibition of human vascular smooth muscle proliferation was determined,O=C(NCc1ccccc1)N[C@@H](CCC(=O)N1CCN(c2cccc(NC3=NCCCN3)c2)CC1)C(=O)O,,,CHEMBL1146737,Bioorg Med Chem Lett,2004,CHEMBL315956,,CHEMBL315956,,155710,>,1,1,>,,IC50,nM,10.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,10.0,0
608835,CHEMBL824150,Compound was tested in vitro for inhibitory activity against human FKBP,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3C[C@@H](O)[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,,,CHEMBL1130792,Bioorg Med Chem Lett,1998,CHEMBL172542,,CHEMBL172542,8.92,342763,=,1,1,=,,IC50,nM,1.21,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,1.21,0
141920,CHEMBL765890,Concentration of peptide resulting in 50% inhibition of C5a (100 nM) causing the release of MPO from polymorphonuclear leukocytes,NC(N)=NCC[C@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CC2CCCCC2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccccc2)CCNC1=O,,,CHEMBL1132227,J Med Chem,1999,CHEMBL433838,,CHEMBL433838,6.7,103084,=,1,1,=,,IC50,nM,199.53,CHEMBL372,Homo sapiens,Homo sapiens,9606,-Log IC50,,UO_0000065,6.7,1
551432,CHEMBL702585,In vitro inhibitory activity against superoxide production from human neutrophils stimulated with f-MLP,CCOc1ccc(-c2nc(-c3cccc(C(=O)O)n3)cs2)cc1OCC,,,CHEMBL1128742,J Med Chem,1995,CHEMBL332750,TETOMILAST,CHEMBL332750,7.16,226487,=,1,1,=,,IC50,nM,70.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.07,1
585332,CHEMBL759885,"Inhibitory activity against platelet aggregation, induced by arachidonic acid in human platelet rich plasma",NC(=O)c1coc(C2C3CCC(O3)C2Cc2ccccc2CCC(=O)O)n1,,,CHEMBL1126688,J Med Chem,1993,CHEMBL31087,,CHEMBL31087,7.36,47516,=,1,1,=,,IC50,nM,44.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,I50,nM,UO_0000065,44.0,1
561973,CHEMBL759885,"Inhibitory activity against platelet aggregation, induced by arachidonic acid in human platelet rich plasma",O=C(O)c1cccc(CCC2C3CCC(O3)C2c2nc(C(=O)NCCCCC3CCCCC3)co2)c1,,,CHEMBL1126688,J Med Chem,1993,CHEMBL286708,,CHEMBL286708,6.96,47553,=,1,1,=,,IC50,nM,110.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,I50,nM,UO_0000065,110.0,1
579411,CHEMBL763989,The compound was tested for their ability to inhibit ADP-stimulated platelet aggregation in human platelet rich plasma,Cc1cccc(S(=O)(=O)N[C@@H](CNC(=O)Cc2cc(-c3ccc(C(=N)N)cc3)no2)C(=O)O)c1.O=C(O)C(F)(F)F,,,CHEMBL1132701,J Med Chem,1999,CHEMBL428535,,CHEMBL1185697,7.16,21801,=,1,1,=,,IC50,nM,69.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.069,1
566932,CHEMBL763989,The compound was tested for their ability to inhibit ADP-stimulated platelet aggregation in human platelet rich plasma,N=C(N)c1ccc(C2=NO[C@@H](CC(=O)NC[C@H](NS(=O)(=O)c3ccccc3C(F)(F)F)C(=O)O)C2)cc1.O=C(O)C(F)(F)F,,,CHEMBL1132701,J Med Chem,1999,CHEMBL18165,,CHEMBL1178266,7.05,21835,=,1,1,=,,IC50,nM,89.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.089,1
36021,CHEMBL763979,Inhibition of human platelet aggregation induced by ADP after 3 min incubation with platelet rich plasma,Cl.O=C(NCCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)N1CCN(Cc2ccc(F)cc2)CC1,,,CHEMBL1126868,J Med Chem,1993,CHEMBL1203057,,CHEMBL113360,9.46,208526,=,1,1,=,,IC50,nM,0.35,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,0.35,0
297665,CHEMBL873090,Inhibition of growth of human keratinocytes,C=C1/C(=C\C=C2/CCC[C@]3(C)C([C@@H](C)CSc4ccc(C(C)(C)O)cc4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,,,CHEMBL1134331,J Med Chem,2001,CHEMBL318617,,CHEMBL318617,9.55,187291,=,1,1,=,,IC50,nM,0.28,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,0.28,0
535950,CHEMBL878324,Leukotriene synthesis inhibition activity in the Human PMN assay,CC(C)(C)Sc1c(CC(C)(C)C(=O)O)n(Cc2ccc(Cl)cc2)c2ccc(OCc3ccc4ccccc4n3)cc12,,,CHEMBL1126364,Bioorg Med Chem Lett,1992,CHEMBL16596,QUIFLAPON,CHEMBL16596,8.52,45168,=,1,1,=,,IC50,nM,3.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,3.0,0
490994,CHEMBL879053,In vitro cytotoxicity expressed as conc. that inhibits 50% of KB (human) cell proliferation,CO[C@H]1Nc2cc3c(cc2C(=O)N2C=C(/C=C/C(=O)N(C)C)C[C@@H]12)OCO3,,,CHEMBL1134670,J Med Chem,2001,CHEMBL125393,,CHEMBL125393,8.3,235315,=,1,1,=,,IC50,nM,5.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,5.0,0
497188,CHEMBL768070,In vitro inhibition of human Platelet-rich plasma (PRP) aggregation induced by 5 uM ADP,N=C(N)c1ccc(NC(=O)c2ccc3c(c2)CC(CC(=O)O)CC3)cc1,,,CHEMBL1131137,J Med Chem,1998,CHEMBL423326,,CHEMBL423326,7.34,250124,=,1,1,=,,IC50,nM,46.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,46.0,1
58221,CHEMBL764816,Inhibitory activity of Ca-ionophore-A23187-induced Leukotriene B4 (LTB4) release in human polymorphonuclear leukocytes,CC(C)c1ccc2oc(NC(CN3CCOCC3)c3ccccc3)nc2c1,,,CHEMBL1127687,J Med Chem,1994,CHEMBL171863,,CHEMBL171863,7.28,341212,=,1,1,=,,IC50,nM,52.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.052,1
301384,CHEMBL698689,In vitro inhibition of histamine release from human basophils,Cl.Cl.O.c1ccc(-c2ccnc(Nc3cccc(-n4ccnc4)c3)n2)nc1,,,CHEMBL1126800,J Med Chem,1993,CHEMBL2092907,,CHEMBL89928,6.7,168412,=,1,1,=,,IC50,nM,200.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.2,1
476493,CHEMBL879053,In vitro cytotoxicity expressed as conc. that inhibits 50% of KB (human) cell proliferation,CN(C)C(=O)/C=C/C1=CN2C(=O)c3cc4c(cc3NC(S(=O)(=O)[O-])[C@@H]2C1)OCO4.[Na+],,,CHEMBL1134670,J Med Chem,2001,CHEMBL124477,SODIUM BISULFITE ADDUCT,CHEMBL1205635,7.3,235314,=,1,1,=,,IC50,nM,50.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,50.0,1
345039,CHEMBL701315,Inhibition of interleukin-2 (IL-2) synthesis in human whole blood stimulated by PMA/ionomycin.,O=C(Nc1ccc(-n2nc(C(F)(F)F)cc2OC(F)F)cc1)c1ccncc1F,,,CHEMBL1133605,J Med Chem,2000,CHEMBL103517,,CHEMBL103517,6.74,188110,=,1,1,=,,IC50,nM,182.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,182.0,1
303303,CHEMBL697913,Inhibition of ADP-induced platelet aggregation,CN(C(=O)CCCOc1ccc2c(c1)CN1CC(=O)NC1=N2)C1CCCCC1,,,CHEMBL1123669,J Med Chem,1987,CHEMBL69139,LIXAZINONE,CHEMBL69139,6.96,191872,=,1,1,=,,IC50,nM,110.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.11,1
68601,CHEMBL763979,Inhibition of human platelet aggregation induced by ADP after 3 min incubation with platelet rich plasma,Cl.O=S(=O)(CCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)C1CCN(CC2CCCCC2)CC1,,,CHEMBL1126868,J Med Chem,1993,CHEMBL1203024,,CHEMBL110959,10.52,208539,=,1,1,=,,IC50,nM,0.03,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,0.03,0
621549,CHEMBL842220,Inhibition of TNF-alpha synthesis in human monocytes,COc1ccc2c(Cc3c(Cl)cncc3Cl)nnc(-c3ccccc3)c2c1,,,CHEMBL1134046,Bioorg Med Chem Lett,2001,CHEMBL310387,,CHEMBL310387,7.34,232432,=,1,1,=,,IC50,nM,46.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,46.0,1
293369,CHEMBL696392,Inhibition of ADP-induced platelet aggregation in human gel-filtered platelets,O=C(NC[C@H](NS(=O)(=O)c1cccnc1)C(=O)O)c1cc2cc(OCC3CCNCC3)ccc2[nH]1,,,CHEMBL1151560,Bioorg Med Chem Lett,1997,CHEMBL92091,,CHEMBL92091,7.92,174755,=,1,1,=,,IC50,nM,12.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,12.0,0
372017,CHEMBL702327,Compound was evaluated for inhibiting production of LTB4 in calcium Ionophore (A23187) activated human whole blood.,CC(C#Cc1ccc(Oc2ccc(F)cc2)o1)N(O)C(N)=O,,,CHEMBL1131622,J Med Chem,1998,CHEMBL59598,,CHEMBL59598,7.0,103430,=,1,1,=,,IC50,nM,100.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.1,1
