activity_id,assay_chembl_id,assay_description,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,type,units,uo_units,value,activity_label
1404905,CHEMBL834775,Inhibitory concentration against gel filtered platelet aggregation induced by alpha thrombin,CCCC(CCC)C(=O)N[C@@H](CC(=O)OC)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nc2ccccc2s1,,,CHEMBL1142732,J Med Chem,2005,CHEMBL257898,,CHEMBL257898,7.8,361147,=,1,1,=,,IC50,nM,16.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,16.0,0
1108070,CHEMBL873206,In vitro inhibitory activity against LTB4 synthesis in A-23187 stimulated human whole blood (HB1).,C/C(=N\OCCSc1nnnn1C)c1ccc(Sc2cc(F)cc(C3CCOCC3)c2)cc1,,,CHEMBL1129182,Bioorg Med Chem Lett,1996,CHEMBL279935,,CHEMBL279935,6.92,36586,=,1,1,=,,IC50,nM,120.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.12,1
879412,CHEMBL762488,Inhibition of platelet aggregation in human platelet rich plasma(h-PRP) induced by adenosine 5-diphosphate (ADP),CCOC(=O)COC1CCN(C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)c2ccc(C(=N)N)cc2)CC1,,,CHEMBL1129729,J Med Chem,1996,CHEMBL107279,,CHEMBL107279,7.2,199647,=,1,1,=,,IC50,nM,63.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,63.0,1
329071,CHEMBL702335,Ability to block the release of TNF-alpha in human whole blood,COc1ccc(-c2ccc(C(N)=O)nc2)cc1OC1CCCC1,,,CHEMBL1151544,Bioorg Med Chem Lett,1997,CHEMBL352153,,CHEMBL352153,6.75,321475,=,1,1,=,,IC50,nM,180.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.18,1
329076,CHEMBL702335,Ability to block the release of TNF-alpha in human whole blood,COc1ccc(-c2ccc(C(N)=O)nc2)cc1O[C@H]1CC2CCC1C2,,,CHEMBL1151544,Bioorg Med Chem Lett,1997,CHEMBL166320,,CHEMBL166320,6.85,321474,=,1,1,=,,IC50,nM,140.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.14,1
1088406,CHEMBL872818,In vitro inhibition of ADP-induced platelet aggregation in human platelet rich plasma.,CCCCC/C=C/C=C1/C(=O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O,,,CHEMBL1122225,J Med Chem,1983,CHEMBL164599,,CHEMBL164599,,327314,=,1,1,=,,IC50,ug.mL-1,0.32,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,ng ml-1,UO_0000274,320.0,0
152631,CHEMBL872816,Inhibition of growth of human mammary carcinoma (MCF-7) cell line.,COc1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1NC(=O)[C@@H](NC(C)=O)[C@@H](C)O,,,CHEMBL1134655,J Med Chem,2001,CHEMBL121130,,CHEMBL121130,8.13,227930,=,1,1,=,,IC50,nM,7.4,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,7.4,0
1134521,CHEMBL873206,In vitro inhibitory activity against LTB4 synthesis in A-23187 stimulated human whole blood (HB1).,C/C(=N\OCC(O)CO)c1ccc(S(=O)(=O)c2cccc(C3CCOCC3)c2)cc1,,,CHEMBL1129182,Bioorg Med Chem Lett,1996,CHEMBL422047,,CHEMBL422047,6.8,36575,=,1,1,=,,IC50,nM,160.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.16,1
1209838,CHEMBL840545,Inhibition of collagen-induced platelet aggregation in human platelet-rich plasma,CCOC(=O)CC1CCN(C(=O)C(C)(C)C(CC)NC(=O)c2ccc(C(=N)N3CCOCC3)cc2F)CC1,,,CHEMBL1130999,J Med Chem,1998,CHEMBL77489,,CHEMBL77489,6.8,137813,=,1,1,=,,IC50,nM,160.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.16,1
1221655,CHEMBL840545,Inhibition of collagen-induced platelet aggregation in human platelet-rich plasma,CCOC(=O)CC1CCN(C(=O)C(C)(C)C(CC)NC(=O)c2ccc(C(=N)N3CCCC3)cc2F)CC1,,,CHEMBL1130999,J Med Chem,1998,CHEMBL77696,,CHEMBL77696,7.05,137812,=,1,1,=,,IC50,nM,89.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.089,1
711251,CHEMBL844625,Inhibitory activity against Leukotriene (LTB4) biosynthesis in isolated human polymorphonuclear cells (PMNs),CCCc1cc2c(c(Br)c1O)CCO2,,,CHEMBL1124454,J Med Chem,1989,CHEMBL7477,,CHEMBL7477,7.19,2336,=,1,1,=,,IC50,nM,65.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,65.0,1
1751900,CHEMBL868608,Inhibition of LPS-induced TNFalpha production in human whole blood,CC(C)(C)c1nnc2ccc(-c3ocnc3-c3cc(F)c(F)cc3F)cn12,,,CHEMBL1145312,Bioorg Med Chem Lett,2006,CHEMBL212968,,CHEMBL212968,7.2,528698,=,1,1,=,,IC50,nM,63.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,63.0,1
210685,CHEMBL842872,Compound was tested for its in vitro activity in the inhibition of platelet aggregation using human platelet rich plasma,CCCCOC(=O)N[C@@H](CNC(=O)C[C@@H]1C[C@H](c2ccc(C(=N)N)cc2)N(C)O1)C(=O)O.Cl,,,CHEMBL1131698,Bioorg Med Chem Lett,1999,CHEMBL545572,,CHEMBL1194066,6.79,302041,=,1,1,=,,IC50,nM,164.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.164,1
58221,CHEMBL764816,Inhibitory activity of Ca-ionophore-A23187-induced Leukotriene B4 (LTB4) release in human polymorphonuclear leukocytes,CC(C)c1ccc2oc(NC(CN3CCOCC3)c3ccccc3)nc2c1,,,CHEMBL1127687,J Med Chem,1994,CHEMBL171863,,CHEMBL171863,7.28,341212,=,1,1,=,,IC50,nM,52.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.052,1
320301,CHEMBL843256,Inhibition of U 46619-induced Aggregation of human Washed platelets,O=C(O)CC[C@@H](CCCCNS(=O)(=O)c1ccc(Cl)cc1)CCOc1cccnc1,,,CHEMBL1127028,J Med Chem,1993,CHEMBL302970,,CHEMBL302970,8.05,114052,=,1,1,=,,IC50,nM,9.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,9.0,0
1083475,CHEMBL768060,Inhibition of ADP-induced platelet aggregation in human platelet rich citreated plasma in presence of 10-20 uM ADP.,CC(=O)NCSC[C@H](NC(=O)CNC(=O)[C@H](CSCNC(C)=O)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@H]1CSCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](CSCCCN)C(=O)NCC(=O)N[C@H](CC(=O)O)C(=O)N1)C(N)=O,,,CHEMBL1129533,J Med Chem,1996,CHEMBL407104,,CHEMBL407104,6.8,43608,=,1,1,=,,IC50,nM,160.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.16,1
37198,CHEMBL763559,Concentration required for maximal in vitro inhibition of aggregation of human platelet rich plasma (hPRP),CCNC(=N)c1ccc(C2=NO[C@@H](CC(=O)NC[C@H](NS(=O)(=O)c3cccc(C)c3)C(=O)O)C2)cc1,,,CHEMBL1133917,Bioorg Med Chem Lett,2001,CHEMBL304394,,CHEMBL304394,7.29,123894,=,1,1,=,,IC50,nM,51.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.051,1
704750,CHEMBL844625,Inhibitory activity against Leukotriene (LTB4) biosynthesis in isolated human polymorphonuclear cells (PMNs),Oc1cc2c(cc1CCCOc1ccccc1)OCC2,,,CHEMBL1124454,J Med Chem,1989,CHEMBL266053,,CHEMBL266053,7.24,2383,=,1,1,=,,IC50,nM,57.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,57.0,1
60738,CHEMBL763559,Concentration required for maximal in vitro inhibition of aggregation of human platelet rich plasma (hPRP),N/C(=N/Cc1cccc(F)c1)c1ccc(C2=NOC(CC(=O)NCCC(=O)O)C2)cc1,,,CHEMBL1133917,Bioorg Med Chem Lett,2001,CHEMBL70993,,CHEMBL70993,7.92,123887,=,1,1,=,,IC50,nM,12.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.012,0
25035310,CHEMBL5243107,Inhibition of ROS production in human blood,CCCC(=O)Nc1ccc(OC(=O)c2ccncc2)cc1,,,CHEMBL5241111,RSC Med Chem,2022,CHEMBL5276293,,CHEMBL5276293,,3920690,=,1,1,=,,IC50,ug.mL-1,3.7,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,ug ml-1,UO_0000274,3.7,0
1116658,CHEMBL761040,Effect on production of LTB4 in human polymorphonuclear leukocytes,CCC(OCCc1c2c3c(c(OCc4ccc(-c5ccccc5)cn4)ccc3n1Cc1ccc(Cl)cc1)CC(C)S2)C(=O)NS(C)(=O)=O,,,CHEMBL1127635,J Med Chem,1994,CHEMBL16285,,CHEMBL16285,8.19,18632,=,1,1,=,,IC50,nM,6.5,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,6.5,0
823222,CHEMBL701437,Inhibition of calcium ionophore (A-23187) stimulated leukotriene B4 (LTB4) formation in human neutrophils at 390 nM,CC(CCCO)(c1ccc(OCc2ccc3ccccc3n2)cc1)c1ccc(OCc2ccc3ccccc3n2)cc1,,,CHEMBL1133442,J Med Chem,2000,CHEMBL112023,,CHEMBL112023,6.89,212807,=,1,1,=,,IC50,nM,130.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,130.0,1
25108439,CHEMBL5264146,Reduction of IL17 level in human whole blood measured after 18 hrs by ELISA,COc1ccc2c(n1)CCN(C(=O)[C@H]1C[C@@H](CC(=O)O)C1)[C@H]2C(=O)Nc1cc(F)c2c(c1)CCC2(C)C,,,CHEMBL5260836,J Med Chem,2018,CHEMBL4099342,,CHEMBL4099342,6.92,3938537,=,1,1,=,,IC50,nM,120.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,120.0,1
487030,CHEMBL700876,The compound was tested for the inhibition of platelet aggregation,O=C(NC[C@H](NS(=O)(=O)c1cccs1)C(=O)O)c1cc2cc(CCC3CCNCC3)sc2s1,,,CHEMBL1151496,Bioorg Med Chem Lett,1997,CHEMBL78503,,CHEMBL78503,8.05,335387,=,1,1,=,,IC50,nM,9.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,9.0,0
506880,CHEMBL768070,In vitro inhibition of human Platelet-rich plasma (PRP) aggregation induced by 5 uM ADP,CN(C(=O)c1ccc(C(=N)N)cc1)c1ccc2c(c1)CC(CC(=O)O)CC2,,,CHEMBL1131137,J Med Chem,1998,CHEMBL335445,,CHEMBL335445,6.7,250100,=,1,1,=,,IC50,nM,200.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,200.0,1
260406,CHEMBL697067,Inhibitory potential of hdm2-binding peptides in a Human wild type p53/hdm2 (GST-hdm2 1-188) competition assay,CSCC[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(C)=O)C(=O)NC(C)(C)C(=O)N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)N[C@@H](Cc1c[nH]c2cc(C)ccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)NC1(C(=O)N[C@@H](CC(C)C)C(N)=O)CC1,,,CHEMBL1133623,J Med Chem,2000,CHEMBL2370440,,CHEMBL2370440,8.0,205001,=,1,1,=,,IC50,nM,10.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,10.0,0
558421,CHEMBL698304,Tested for inhibition of platelet aggregation induced by arachidonic acid (AAIPA) in human platelet rich plasma,O=C(O)CCCc1ccccc1Cc1ccccc1-c1nc(C(=O)NCCCCC2CCCCC2)co1,,,CHEMBL1152043,Bioorg Med Chem Lett,1992,CHEMBL355420,,CHEMBL355420,7.24,343139,=,1,1,=,,IC50,nM,58.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,I50,uM,UO_0000065,0.058,1
676012,CHEMBL841660,Inhibition of IL1-beta release stimulated with LPS in human monocytes,COC(=O)c1cc2c(cc1NS(C)(=O)=O)C=C[C@H]1[C@@](C)(C(=O)OC)CCC[C@]21C,,,CHEMBL1131935,Bioorg Med Chem Lett,1999,CHEMBL344129,,CHEMBL344129,7.0,277846,=,1,1,=,,IC50,nM,100.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,100.0,1
268294,CHEMBL698822,"Anti-proliferative activity against human tumor cell lines A549, HT-29 and SaOS-2 (Values are average of these cell lines)",Cc1nc(C)c(-c2ccnc(Nc3ccc(N(C)C)c(Cl)c3)n2)s1,,,CHEMBL1149116,J Med Chem,2004,CHEMBL433068,,CHEMBL433068,6.7,74462,=,1,1,=,,IC50,nM,200.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.2,1
462029,CHEMBL841662,Inhibition of TNF alpha synthesis in human monocytes,COc1ccc2c(Cc3c(Cl)cncc3Cl)nncc2c1OCCCCCc1ccccc1,,,CHEMBL1132750,Bioorg Med Chem Lett,2000,CHEMBL74631,,CHEMBL74631,7.08,127276,=,1,1,=,,IC50,nM,83.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,83.0,1
997308,CHEMBL697026,in vitro inhibition of human gel-filtered platelets,C#C[C@H](CC(=O)O)NC(=O)CN1CCc2ccc(N3CCNCC3)cc2C1=O,,,CHEMBL1129398,J Med Chem,1996,CHEMBL57886,,CHEMBL57886,7.92,273382,=,1,1,=,,IC50,nM,12.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,12.0,0
356851,CHEMBL761638,In vitro inhibition of collagen-induced platelet aggregation in human platelet-rich plasma (PRP),c1csc(-c2nnsc2-c2cccs2)c1,,,CHEMBL1122973,J Med Chem,1985,CHEMBL138897,,CHEMBL138897,,267957,=,1,1,=,,IC50,ug.mL-1,3.2,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,ug ml-1,UO_0000274,3.2,0
857089,CHEMBL856201,In vitro inhibition of LTB4 biosynthesis in Ca++ ionophore activated human polymorphonuclear (HPMN) leukocytes.,C[C@@H](COc1ccc2c(c1)c(SC(C)(C)C)c(CC(C)(C)C(=O)O)n2Cc1ccc(Cl)cc1)c1ccccn1,,,CHEMBL1131844,Bioorg Med Chem Lett,1999,CHEMBL2114162,,CHEMBL2114162,8.7,140789,=,1,1,=,,IC50,nM,2.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,2.0,0
435608,CHEMBL702718,Compound was tested for inhibition of ADP induced platelet aggregation by using human platelet rich plasma (PRP) assay,CCCCOC(=O)N[C@@H](CNC(=O)c1cc(OCC2CCN(C(=N)N)CC2)no1)C(=O)OC.O=C(O)C(F)(F)F,,,CHEMBL1130705,Bioorg Med Chem Lett,1998,CHEMBL115532,,CHEMBL1180161,6.7,222445,=,1,1,=,,IC50,nM,200.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,200.0,1
546788,CHEMBL702585,In vitro inhibitory activity against superoxide production from human neutrophils stimulated with f-MLP,CCCOc1cc(-c2nc(-c3ccc4c(c3)CCC(=O)N4)cs2)ccc1OC,,,CHEMBL1128742,J Med Chem,1995,CHEMBL117161,,CHEMBL117161,7.05,226495,=,1,1,=,,IC50,nM,90.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.09,1
71154,CHEMBL763979,Inhibition of human platelet aggregation induced by ADP after 3 min incubation with platelet rich plasma,CC(C)CN1CCN(C(=O)NCCCOc2ccc3[nH]c4nc(O)nc-4cc3c2)CC1.Cl,,,CHEMBL1126868,J Med Chem,1993,CHEMBL1203074,,CHEMBL113160,9.74,208588,=,1,1,=,,IC50,nM,0.18,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,0.18,0
44398,CHEMBL764816,Inhibitory activity of Ca-ionophore-A23187-induced Leukotriene B4 (LTB4) release in human polymorphonuclear leukocytes,CCOC(=O)C(Cc1ccccc1)Nc1nc2cc(C(C)C)ccc2o1,,,CHEMBL1127687,J Med Chem,1994,CHEMBL171091,,CHEMBL171091,9.3,341180,=,1,1,=,,IC50,nM,0.5,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.0005,0
332912,CHEMBL699152,In vitro inhibition of ADP-induced human platelet aggregation.,O=C(NCc1ccccc1)N[C@@H](CNC(=O)c1ccc2c(c1)C(=O)N(CCC1CCNCC1)C2)C(=O)O,,,CHEMBL1129711,Bioorg Med Chem Lett,1996,CHEMBL83015,,CHEMBL83015,8.0,151576,=,1,1,=,,IC50,nM,10.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,10.0,0
553810,CHEMBL759885,"Inhibitory activity against platelet aggregation, induced by arachidonic acid in human platelet rich plasma",CS(=O)(=O)NC(=O)CCc1ccccc1CC1C2CCC(O2)C1c1nc(C(=O)NCCCCC2CCCCC2)co1,,,CHEMBL1126688,J Med Chem,1993,CHEMBL30398,,CHEMBL30398,8.7,47541,=,1,1,=,,IC50,nM,2.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,I50,nM,UO_0000065,2.0,0
996797,CHEMBL701988,Evaluated in vitro for its inhibitory activity on LPS-induced TNF-Alpha release in human monocyte.,COc1ccc(C(=O)NC(C)C(=O)NO)cc1OC1CCCC1,,,CHEMBL1131452,J Med Chem,1998,CHEMBL90375,,CHEMBL90375,7.31,166352,=,1,1,=,,IC50,nM,49.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.049,1
34772,CHEMBL763979,Inhibition of human platelet aggregation induced by ADP after 3 min incubation with platelet rich plasma,Cl.O=C(NCCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)N1CCN(CC2CCCCO2)CC1,,,CHEMBL1126868,J Med Chem,1993,CHEMBL1203058,,CHEMBL113267,9.8,208520,=,1,1,=,,IC50,nM,0.16,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,0.16,0
1194154,CHEMBL871976,Inhibition of LPS/IFN-gamma stimulated TNF-alpha release in human peripheral blood mononuclear cells after 3h of incubation.,CN1CCC(O)(c2nc(-c3ccc(F)cc3)c(-c3ccncc3)s2)CC1,,,CHEMBL1147483,Bioorg Med Chem Lett,2004,CHEMBL280524,,CHEMBL280524,6.84,227475,=,1,1,=,,IC50,nM,145.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.145,1
129356,CHEMBL733698,Inhibition of LPS-stimulated TNF-alpha production in monocyte cells,O=C1NCc2c(-c3ccc(F)cc3F)cc(C3CCNCC3)cc2N1c1c(Cl)cccc1Cl,,,CHEMBL1136271,Bioorg Med Chem Lett,2003,CHEMBL319556,,CHEMBL319556,8.89,174932,=,1,1,=,,IC50,nM,1.3,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,nM,UO_0000065,1.3,0
807135,CHEMBL823523,Compound was tested for its ability to inhibit calcium influx in human U937 cells,C[C@H]1Oc2ccc(OCc3nc4cc(F)ccc4s3)cc2[C@H](O)[C@@H]1Cc1cccc(NS(=O)(=O)C(F)(F)F)c1,,,CHEMBL1130713,Bioorg Med Chem Lett,1998,CHEMBL300701,,CHEMBL300701,8.1,226803,=,1,1,=,,IC50,nM,8.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,IC50,uM,UO_0000065,0.008,0
