index,action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
22,,,34776,[],CHEMBL763979,Inhibition of human platelet aggregation induced by ADP after 3 min incubation with platelet rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,CCOC(=O)N1CCC(n2nnnc2CCCOc2ccc3[nH]c4nc(O)nc-4cc3c2)CC1,,,CHEMBL1126868,J Med Chem,1993,,CHEMBL113499,,CHEMBL113499,9.38,0,http://www.openphacts.org/units/Nanomolar,208564,=,1,1,=,,IC50,nM,,0.42,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,0.42
23,,,34779,[],CHEMBL763979,Inhibition of human platelet aggregation induced by ADP after 3 min incubation with platelet rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,CCC(CC)CN1CCC(n2nnnc2CCCOc2ccc3[nH]c4nc(O)nc-4cc3c2)CC1.Cl,,,CHEMBL1126868,J Med Chem,1993,,CHEMBL1203039,,CHEMBL111437,10.92,0,http://www.openphacts.org/units/Nanomolar,208557,=,1,1,=,,IC50,nM,,0.012,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,0.012
27,,,36008,[],CHEMBL763979,Inhibition of human platelet aggregation induced by ADP after 3 min incubation with platelet rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,Cl.O=S(=O)(CCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)N1CCN(c2nc3ccccc3s2)CC1,,,CHEMBL1126868,J Med Chem,1993,,CHEMBL1203075,,CHEMBL111842,8.31,0,http://www.openphacts.org/units/Nanomolar,208581,=,1,1,=,,IC50,nM,,4.88,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,4.88
28,,,36011,[],CHEMBL763979,Inhibition of human platelet aggregation induced by ADP after 3 min incubation with platelet rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,Cl.Oc1nc2cc3cc(OCCCc4nnnn4C4CCN(Cc5ccccc5)CC4)ccc3[nH]c-2n1,,,CHEMBL1126868,J Med Chem,1993,,CHEMBL1203031,,CHEMBL111317,10.41,0,http://www.openphacts.org/units/Nanomolar,208553,=,1,1,=,,IC50,nM,,0.039,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,0.039
30,,,36016,[],CHEMBL763979,Inhibition of human platelet aggregation induced by ADP after 3 min incubation with platelet rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,Cl.Oc1nc2cc3cc(OCCCc4nnnn4C4CCN(CC5CCCCCC5)CC4)ccc3[nH]c-2n1,,,CHEMBL1126868,J Med Chem,1993,,CHEMBL1203033,,CHEMBL109399,10.77,0,http://www.openphacts.org/units/Nanomolar,208545,=,1,1,=,,IC50,nM,,0.017,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,0.017
31,,,36018,[],CHEMBL763979,Inhibition of human platelet aggregation induced by ADP after 3 min incubation with platelet rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,CCCC(CCC)CN1CCC(n2nnnc2CCCOc2ccc3[nH]c4nc(O)nc-4cc3c2)CC1.Cl,,,CHEMBL1126868,J Med Chem,1993,,CHEMBL1203041,,CHEMBL111445,10.09,0,http://www.openphacts.org/units/Nanomolar,208555,=,1,1,=,,IC50,nM,,0.082,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,0.082
32,,,36021,[],CHEMBL763979,Inhibition of human platelet aggregation induced by ADP after 3 min incubation with platelet rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,Cl.O=C(NCCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)N1CCN(Cc2ccc(F)cc2)CC1,,,CHEMBL1126868,J Med Chem,1993,,CHEMBL1203057,,CHEMBL113360,9.46,0,http://www.openphacts.org/units/Nanomolar,208526,=,1,1,=,,IC50,nM,,0.35,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,0.35
34,,,36029,[],CHEMBL764816,Inhibitory activity of Ca-ionophore-A23187-induced Leukotriene B4 (LTB4) release in human polymorphonuclear leukocytes,F,,,BAO_0000190,BAO_0000218,organism-based format,CCCOCC(Cc1ccc(F)cc1)Nc1nc2cc(C(C)C)ccc2o1,,,CHEMBL1127687,J Med Chem,1994,,CHEMBL355706,,CHEMBL355706,6.77,0,http://www.openphacts.org/units/Nanomolar,341195,=,1,1,=,,IC50,nM,,170.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.17
35,,,36030,[],CHEMBL764816,Inhibitory activity of Ca-ionophore-A23187-induced Leukotriene B4 (LTB4) release in human polymorphonuclear leukocytes,F,,,BAO_0000190,BAO_0000218,organism-based format,CCOC(=O)c1ccc2oc(NC(CC3CCCCC3)c3ccccc3)nc2c1,,,CHEMBL1127687,J Med Chem,1994,,CHEMBL174412,,CHEMBL174412,7.35,0,http://www.openphacts.org/units/Nanomolar,341211,=,1,1,=,,IC50,nM,,45.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.045
36,,,36031,[],CHEMBL764816,Inhibitory activity of Ca-ionophore-A23187-induced Leukotriene B4 (LTB4) release in human polymorphonuclear leukocytes,F,,,BAO_0000190,BAO_0000218,organism-based format,N#Cc1ccc2oc(NC(CC3CCCCC3)c3ccccc3)nc2c1,,,CHEMBL1127687,J Med Chem,1994,,CHEMBL368751,,CHEMBL368751,7.82,0,http://www.openphacts.org/units/Nanomolar,341207,=,1,1,=,,IC50,nM,,15.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.015
37,,,36032,[],CHEMBL764816,Inhibitory activity of Ca-ionophore-A23187-induced Leukotriene B4 (LTB4) release in human polymorphonuclear leukocytes,F,,,BAO_0000190,BAO_0000218,organism-based format,O=[N+]([O-])c1ccc2oc(NC(Cc3ccc(F)cc3)c3ccccn3)nc2c1,,,CHEMBL1127687,J Med Chem,1994,,CHEMBL174239,,CHEMBL174239,7.8,0,http://www.openphacts.org/units/Nanomolar,341233,=,1,1,=,,IC50,nM,,16.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.016
42,,,37198,[],CHEMBL763559,Concentration required for maximal in vitro inhibition of aggregation of human platelet rich plasma (hPRP),F,,,BAO_0000190,BAO_0000218,organism-based format,CCNC(=N)c1ccc(C2=NO[C@@H](CC(=O)NC[C@H](NS(=O)(=O)c3cccc(C)c3)C(=O)O)C2)cc1,,,CHEMBL1133917,Bioorg Med Chem Lett,2001,,CHEMBL304394,,CHEMBL304394,7.29,0,http://www.openphacts.org/units/Nanomolar,123894,=,1,1,=,,IC50,nM,,51.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.051
43,,,37215,[],CHEMBL763979,Inhibition of human platelet aggregation induced by ADP after 3 min incubation with platelet rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,Cl.O=C(NCCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)N1CCN(CCC2CCCCC2)CC1,,,CHEMBL1126868,J Med Chem,1993,,CHEMBL1203052,,CHEMBL110806,10.14,0,http://www.openphacts.org/units/Nanomolar,208519,=,1,1,=,,IC50,nM,,0.072,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,0.072
44,,,37217,[],CHEMBL763979,Inhibition of human platelet aggregation induced by ADP after 3 min incubation with platelet rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,Cl.O=C(NCCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)N1CCN(c2ncccn2)CC1,,,CHEMBL1126868,J Med Chem,1993,,CHEMBL1203056,,CHEMBL323187,9.49,0,http://www.openphacts.org/units/Nanomolar,208523,=,1,1,=,,IC50,nM,,0.32,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,0.32
45,,,37219,[],CHEMBL763979,Inhibition of human platelet aggregation induced by ADP after 3 min incubation with platelet rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,Cl.O=S(=O)(CCCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)C1CCNCC1,,,CHEMBL1126868,J Med Chem,1993,,CHEMBL1203070,,CHEMBL112885,7.83,0,http://www.openphacts.org/units/Nanomolar,208577,=,1,1,=,,IC50,nM,,14.78,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,14.78
46,,,37221,[],CHEMBL763979,Inhibition of human platelet aggregation induced by ADP after 3 min incubation with platelet rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,Cl.Oc1nc2cc3cc(OCCCCc4nnnn4C4CCN(CC5CCCCC5)CC4)ccc3[nH]c-2n1,,,CHEMBL1126868,J Med Chem,1993,,CHEMBL1203055,,CHEMBL109599,10.7,0,http://www.openphacts.org/units/Nanomolar,208547,=,1,1,=,,IC50,nM,,0.02,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,0.02
48,,,37229,[],CHEMBL764816,Inhibitory activity of Ca-ionophore-A23187-induced Leukotriene B4 (LTB4) release in human polymorphonuclear leukocytes,F,,,BAO_0000190,BAO_0000218,organism-based format,Fc1ccc(CC(Nc2nc3cc(Cl)ccc3o2)c2ccccn2)cc1,,,CHEMBL1127687,J Med Chem,1994,,CHEMBL367543,,CHEMBL367543,7.7,0,http://www.openphacts.org/units/Nanomolar,341232,=,1,1,=,,IC50,nM,,20.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.02
49,,,38451,[],CHEMBL763979,Inhibition of human platelet aggregation induced by ADP after 3 min incubation with platelet rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,Cl.O=S(=O)(CCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)C1CCN(CC2CCCCO2)CC1,,,CHEMBL1126868,J Med Chem,1993,,CHEMBL1203021,,CHEMBL321475,10.47,0,http://www.openphacts.org/units/Nanomolar,208532,=,1,1,=,,IC50,nM,,0.034,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,0.034
50,,,38454,[],CHEMBL763979,Inhibition of human platelet aggregation induced by ADP after 3 min incubation with platelet rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,Cl.O=S(=O)(CCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)C1CCN(Cc2ccc(F)cc2)CC1,,,CHEMBL1126868,J Med Chem,1993,,CHEMBL1203084,,CHEMBL325151,10.7,0,http://www.openphacts.org/units/Nanomolar,208529,=,1,1,=,,IC50,nM,,0.02,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,0.02
52,,,38460,[],CHEMBL763979,Inhibition of human platelet aggregation induced by ADP after 3 min incubation with platelet rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,Cl.O=C(NCCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)N1CCN(Cc2ccccc2)CC1,,,CHEMBL1126868,J Med Chem,1993,,CHEMBL1203083,,CHEMBL113607,9.51,0,http://www.openphacts.org/units/Nanomolar,208528,=,1,1,=,,IC50,nM,,0.31,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,0.31
55,,,38475,[],CHEMBL764816,Inhibitory activity of Ca-ionophore-A23187-induced Leukotriene B4 (LTB4) release in human polymorphonuclear leukocytes,F,,,BAO_0000190,BAO_0000218,organism-based format,CCOC(=O)C(Cc1ccc(Br)cc1)Nc1nc2ccccc2s1,,,CHEMBL1127687,J Med Chem,1994,,CHEMBL172044,,CHEMBL172044,6.82,0,http://www.openphacts.org/units/Nanomolar,341247,=,1,1,=,,IC50,nM,,150.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.15
56,,,38476,[],CHEMBL764816,Inhibitory activity of Ca-ionophore-A23187-induced Leukotriene B4 (LTB4) release in human polymorphonuclear leukocytes,F,,,BAO_0000190,BAO_0000218,organism-based format,COC(=O)[C@H](CC1CCCCC1)Nc1nc2ccccc2o1,,,CHEMBL1127687,J Med Chem,1994,,CHEMBL2110250,,CHEMBL2110250,8.3,0,http://www.openphacts.org/units/Nanomolar,341177,=,1,1,=,,IC50,nM,,5.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.005
57,,,38477,[],CHEMBL764816,Inhibitory activity of Ca-ionophore-A23187-induced Leukotriene B4 (LTB4) release in human polymorphonuclear leukocytes,F,,,BAO_0000190,BAO_0000218,organism-based format,O=C(O)c1ccc2oc(NC(CC3CCCCC3)c3ccccc3)nc2c1,,,CHEMBL1127687,J Med Chem,1994,,CHEMBL174403,,CHEMBL174403,6.82,0,http://www.openphacts.org/units/Nanomolar,341210,=,1,1,=,,IC50,nM,,150.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.15
58,,,38478,[],CHEMBL764816,Inhibitory activity of Ca-ionophore-A23187-induced Leukotriene B4 (LTB4) release in human polymorphonuclear leukocytes,F,,,BAO_0000190,BAO_0000218,organism-based format,COc1ccc(CC(Nc2nc3cc([N+](=O)[O-])ccc3o2)c2ccccn2)cc1,,,CHEMBL1127687,J Med Chem,1994,,CHEMBL442978,,CHEMBL442978,7.85,0,http://www.openphacts.org/units/Nanomolar,341216,=,1,1,=,,IC50,nM,,14.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.014
60,,,39583,[],CHEMBL763979,Inhibition of human platelet aggregation induced by ADP after 3 min incubation with platelet rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(C)CN1CCC(n2nnnc2CCCCOc2ccc3[nH]c4nc(O)nc-4cc3c2)CC1.Cl,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1126868,J Med Chem,1993,,CHEMBL1203042,,CHEMBL111547,,0,http://www.openphacts.org/units/Nanomolar,208558,=,1,1,=,,IC50,nM,,0.009,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,0.009
61,,,40618,[],CHEMBL763559,Concentration required for maximal in vitro inhibition of aggregation of human platelet rich plasma (hPRP),F,,,BAO_0000190,BAO_0000218,organism-based format,CCCCNC(=N)c1ccc(C2=NOC(CC(=O)NCCC(=O)O)C2)cc1,,,CHEMBL1133917,Bioorg Med Chem Lett,2001,,CHEMBL71066,,CHEMBL71066,7.7,0,http://www.openphacts.org/units/Nanomolar,123884,=,1,1,=,,IC50,nM,,20.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.02
62,,,40619,[],CHEMBL763559,Concentration required for maximal in vitro inhibition of aggregation of human platelet rich plasma (hPRP),F,,,BAO_0000190,BAO_0000218,organism-based format,COc1ccccc1CNC(=N)c1ccc(C2=NOC(CC(=O)NCCC(=O)O)C2)cc1,,,CHEMBL1133917,Bioorg Med Chem Lett,2001,,CHEMBL71111,,CHEMBL71111,7.5,0,http://www.openphacts.org/units/Nanomolar,123888,=,1,1,=,,IC50,nM,,32.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.032
67,,,40754,[],CHEMBL763979,Inhibition of human platelet aggregation induced by ADP after 3 min incubation with platelet rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,Cl.O=C(NCCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)N1CCNCC1,,,CHEMBL1126868,J Med Chem,1993,,CHEMBL1203064,,CHEMBL325144,8.09,0,http://www.openphacts.org/units/Nanomolar,208522,=,1,1,=,,IC50,nM,,8.15,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,8.15
74,,,42017,[],CHEMBL763979,Inhibition of human platelet aggregation induced by ADP after 3 min incubation with platelet rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,Cl.O=C(NCCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)N1CCN(c2ccccn2)CC1,,,CHEMBL1126868,J Med Chem,1993,,CHEMBL1203066,,CHEMBL419572,9.16,0,http://www.openphacts.org/units/Nanomolar,208576,=,1,1,=,,IC50,nM,,0.69,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,0.69
75,,,42019,[],CHEMBL763979,Inhibition of human platelet aggregation induced by ADP after 3 min incubation with platelet rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,Cl.O=S(=O)(CCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)C1CCN(Cc2cccc(C(F)(F)F)c2)CC1,,,CHEMBL1126868,J Med Chem,1993,,CHEMBL1203029,,CHEMBL321707,10.42,0,http://www.openphacts.org/units/Nanomolar,208541,=,1,1,=,,IC50,nM,,0.038,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,0.038
76,,,42041,[],CHEMBL764816,Inhibitory activity of Ca-ionophore-A23187-induced Leukotriene B4 (LTB4) release in human polymorphonuclear leukocytes,F,,,BAO_0000190,BAO_0000218,organism-based format,c1ccc(CC(Nc2nc3ccccc3o2)c2ccccc2)cc1,,,CHEMBL1127687,J Med Chem,1994,,CHEMBL367098,,CHEMBL367098,7.29,0,http://www.openphacts.org/units/Nanomolar,341192,=,1,1,=,,IC50,nM,,51.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.051
77,,,42042,[],CHEMBL764816,Inhibitory activity of Ca-ionophore-A23187-induced Leukotriene B4 (LTB4) release in human polymorphonuclear leukocytes,F,,,BAO_0000190,BAO_0000218,organism-based format,Cc1ccc2oc(N[C@H](CC3CCCCC3)c3ccccn3)nc2c1,,,CHEMBL1127687,J Med Chem,1994,,CHEMBL2110253,,CHEMBL2110253,7.4,0,http://www.openphacts.org/units/Nanomolar,341238,=,1,1,=,,IC50,nM,,40.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.04
78,,,42043,[],CHEMBL764816,Inhibitory activity of Ca-ionophore-A23187-induced Leukotriene B4 (LTB4) release in human polymorphonuclear leukocytes,F,,,BAO_0000190,BAO_0000218,organism-based format,Clc1ccc2oc(NC(CN3CCSCC3)c3ccccc3)nc2c1,,,CHEMBL1127687,J Med Chem,1994,,CHEMBL173238,,CHEMBL173238,7.32,0,http://www.openphacts.org/units/Nanomolar,341227,=,1,1,=,,IC50,nM,,48.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.048
79,,,43193,[],CHEMBL763979,Inhibition of human platelet aggregation induced by ADP after 3 min incubation with platelet rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,CCCC(CCC)CN1CCC(S(=O)(=O)CCCOc2ccc3[nH]c4nc(O)nc-4cc3c2)CC1.Cl,,,CHEMBL1126868,J Med Chem,1993,,CHEMBL1203081,,CHEMBL323743,9.64,0,http://www.openphacts.org/units/Nanomolar,208565,=,1,1,=,,IC50,nM,,0.23,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,0.23
84,,,44295,[],CHEMBL702324,Compound tested for the in vitro inhibition of TNF-alpha production was determined by using LPS-stimulated human whole blood assay (WBA),F,,,BAO_0000190,BAO_0000218,organism-based format,O=C1NCCCC[C@@H](C(=O)NCC(=O)N2CCOCC2)NC(=O)[C@H](Cc2ccc(-c3ccccc3C(F)(F)F)cc2)[C@@H](C(=O)NO)CCCO1,,,CHEMBL1136470,Bioorg Med Chem Lett,2003,,CHEMBL325163,,CHEMBL325163,,0,http://www.openphacts.org/units/Nanomolar,261098,>,1,1,>,,IC50,nM,,70.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,70.0
85,,,44316,[],CHEMBL763559,Concentration required for maximal in vitro inhibition of aggregation of human platelet rich plasma (hPRP),F,,,BAO_0000190,BAO_0000218,organism-based format,CCNC(=N)c1ccc(C2=NOC(CC(=O)NCCC(=O)O)C2)cc1,,,CHEMBL1133917,Bioorg Med Chem Lett,2001,,CHEMBL70963,,CHEMBL70963,7.05,0,http://www.openphacts.org/units/Nanomolar,123885,=,1,1,=,,IC50,nM,,89.0,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,uM,UO_0000065,,0.089
86,,,44392,[],CHEMBL763979,Inhibition of human platelet aggregation induced by ADP after 3 min incubation with platelet rich plasma,F,,,BAO_0000190,BAO_0000218,organism-based format,Cl.Oc1nc2cc3cc(OCCCc4nnnn4C4CCN(CC5CCCC5)CC4)ccc3[nH]c-2n1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1126868,J Med Chem,1993,,CHEMBL1203027,,CHEMBL113055,,0,http://www.openphacts.org/units/Nanomolar,208546,=,1,1,=,,IC50,nM,,0.009,CHEMBL372,Homo sapiens,Homo sapiens,9606,,,IC50,nM,UO_0000065,,0.009
